,,DELAY_YES,DELAY_NO,TOTAL,DELAY_TO_NO_DELAY_RATIO,DELAY_PROB,DelayScore
CLT,6,1142.0,4769.0,5911.0,0.23946319983224995,0.19319912028421588,3
CMH,6,823.0,2393.0,3216.0,0.34391976598412033,0.25590796019900497,4
CMI,6,65.0,119.0,184.0,0.5462184873949579,0.3532608695652174,5
CMX,6,24.0,29.0,53.0,0.8275862068965517,0.4528301886792453,5
CNY,6,12.0,38.0,50.0,0.3157894736842105,0.24,4
COD,6,,11.0,,,,5
COS,6,248.0,606.0,854.0,0.40924092409240925,0.2903981264637002,5
COU,6,59.0,116.0,175.0,0.5086206896551724,0.33714285714285713,5
CPR,6,10.0,36.0,46.0,0.2777777777777778,0.21739130434782608,3
CRP,6,100.0,345.0,445.0,0.2898550724637681,0.2247191011235955,3
CRW,6,81.0,217.0,298.0,0.37327188940092165,0.27181208053691275,5
CSG,6,26.0,81.0,107.0,0.32098765432098764,0.24299065420560748,4
CVG,6,764.0,2526.0,3290.0,0.30245447347585114,0.23221884498480244,4
CWA,6,50.0,188.0,238.0,0.26595744680851063,0.21008403361344538,3
DAB,6,89.0,203.0,292.0,0.43842364532019706,0.3047945205479452,5
DAL,6,580.0,2156.0,2736.0,0.2690166975881262,0.21198830409356725,3
DAY,6,268.0,805.0,1073.0,0.33291925465838507,0.24976700838769805,4
DBQ,6,31.0,40.0,71.0,0.775,0.43661971830985913,5
DCA,6,1212.0,4115.0,5327.0,0.2945321992709599,0.22752018021400414,4
DEN,6,1932.0,6787.0,8719.0,0.2846618535435391,0.22158504415643995,3
DFW,6,1843.0,6350.0,8193.0,0.29023622047244096,0.22494812644940804,3
DHN,6,24.0,86.0,110.0,0.27906976744186046,0.21818181818181817,3
DLH,6,52.0,186.0,238.0,0.27956989247311825,0.2184873949579832,3
DRO,6,50.0,254.0,304.0,0.1968503937007874,0.16447368421052633,2
DSM,6,303.0,825.0,1128.0,0.36727272727272725,0.26861702127659576,5
DTW,6,1186.0,5009.0,6195.0,0.23677380714713517,0.19144471347861178,3
EAU,6,22.0,38.0,60.0,0.5789473684210527,0.36666666666666664,5
ECP,6,75.0,305.0,380.0,0.2459016393442623,0.19736842105263158,3
EGE,6,18.0,53.0,71.0,0.33962264150943394,0.2535211267605634,4
ELP,6,295.0,877.0,1172.0,0.3363740022805017,0.25170648464163825,4
ERI,6,8.0,67.0,75.0,0.11940298507462686,0.10666666666666667,2
ESC,6,8.0,43.0,51.0,0.18604651162790697,0.1568627450980392,2
EUG,6,86.0,260.0,346.0,0.33076923076923076,0.24855491329479767,4
EVV,6,86.0,273.0,359.0,0.315018315018315,0.2395543175487465,4
EWN,6,50.0,128.0,178.0,0.390625,0.2808988764044944,5
